Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Shale,28.754935070032204,999.7079301840092,Fault,0.9364563903551052,1.678427207399578,2067,0
Limestone,12.932605878698682,843.4596631860092,None,0.392262145767694,3.8027149232790336,1074,0
Limestone,16.48027934708273,362.40823576720703,Dome,0.4390099911996094,4.7550100620450815,2534,1
Shale,15.997541978373075,11.335250876227247,Anticline,0.7970628832022295,3.2299033909788415,1824,0
Limestone,19.102851511329813,626.5478997201008,Dome,0.0936383274474567,3.3878261288743805,4904,0
Shale,22.446984939956877,704.2095127019797,Fault,0.1823133235936395,0.5144312266102558,1712,0
Shale,6.751256285126164,651.1518874532363,None,0.9738402649752147,2.3710997358195045,1934,0
Sandstone,15.861732572953072,967.8944888120499,Anticline,0.5059173399606947,4.433777030433937,1037,0
Shale,24.777531219480913,863.1080563048121,None,0.0443096822086303,1.2045491811535909,2074,0
Sandstone,13.893441415125343,449.3828614874679,None,0.047380733056050506,3.9418150674915653,692,0
Shale,8.35372639120719,63.794629984908575,Fault,0.9072406837773928,3.3785494290197056,1686,0
Shale,19.64127226068897,476.5827107324949,Fault,0.8733650895587176,1.1149298237026872,4648,0
Sandstone,24.713021873973688,689.554775942061,Fault,0.4583991069451001,1.413956026339822,974,0
Sandstone,1.8942087878217395,608.1020984187776,Fault,0.16322208594459875,2.137804500603486,4769,0
Shale,23.303714502216813,538.598930643174,Anticline,0.8302846063624797,0.6256460776036282,2313,0
Limestone,24.649437988853137,469.3501390572261,Dome,0.3246001072796505,4.5668564857910345,2937,0
Sandstone,13.845687827658203,294.46811115435895,Dome,0.41905839866309536,3.6967880253602776,3879,0
Limestone,29.49916970455402,278.0694149629046,Anticline,0.682476379049318,1.8248205000178985,1854,1
Limestone,23.601250221219274,500.73124744687607,None,0.35339835340765446,1.498327476524809,3900,0
Limestone,23.209876946869972,161.44254328321935,Anticline,0.628669926698293,3.447894351561887,4254,1
Sandstone,22.435157232362155,341.3447381512268,Dome,0.8852827104425843,2.121104609763705,4029,1
Limestone,4.51824309654822,324.65529543538946,Dome,0.7973732687744775,1.1466828595253635,658,1
Sandstone,6.516926593590324,587.5456687826166,Anticline,0.3816110738671604,2.150753764868787,2337,0
Limestone,13.91970394393275,67.61561806266155,Fault,0.2879365547037348,4.356484916112861,1525,0
Shale,7.920130498783976,829.83901158483,None,0.285510448739559,0.3430331826998173,1158,0
Shale,12.457229170021213,562.8160020040177,Anticline,0.34859115037658306,1.84179123640956,1177,0
Sandstone,26.65392329768762,671.1558540951594,Dome,0.4935169867247723,4.811697115085827,4910,0
Shale,24.729806756378075,703.3908098556734,Fault,0.4165974806939431,0.07415921227290456,4546,0
Shale,18.901196354399467,292.19265270569394,None,0.13300402098765784,4.4532015876560935,4321,0
Limestone,25.743611827533105,470.90119581748166,Dome,0.1634558583339083,1.8741684928857971,2875,0
Sandstone,23.513171670517476,956.2897099137975,None,0.3429296093981834,0.9475910228772855,775,0
Limestone,12.869547955226714,766.938532758818,Fault,0.5620641000588573,0.0748987373585086,2088,0
Limestone,6.031954561498354,969.5873183479622,Dome,0.5926639501334947,0.3526140069939804,745,0
Limestone,15.426031200280176,746.508090801142,Fault,0.48620706489663,0.8592168211209611,1388,0
Limestone,22.086866475856503,176.42453956880888,Anticline,0.7387758812075146,0.12704619189789101,2711,1
Limestone,13.09258796188779,65.47134796083155,Anticline,0.7372487887567366,1.679249340450023,4525,1
Limestone,20.003157293516917,578.083775282944,None,0.42762747168738857,0.22446557187210336,500,0
Limestone,2.8298227887313088,358.45546642290697,Fault,0.12444081076094426,3.4610803092223867,3410,0
Sandstone,22.440142091142103,276.18245222803205,Fault,0.5301747697671232,4.094535567687299,2684,0
Shale,24.38140859679186,807.403785428992,None,0.3814690639938326,4.437319617855458,4746,0
Limestone,21.205135673416233,367.6262738148654,None,0.13792298976370332,2.745640904846676,3751,0
Limestone,29.017907625790965,317.6839687645696,None,0.9818172099648392,4.732547705899327,3551,1
Limestone,24.799561723819213,850.1376055758413,Anticline,0.3697553892801022,0.0282272527988342,2010,1
Limestone,27.09281183629615,846.4410491499737,None,0.6257978396212309,0.6700916108206134,4271,0
Limestone,28.00713250372944,357.01027111730156,Anticline,0.4901288613365966,1.4658299036545759,1628,0
Limestone,24.04043975621426,832.6662022849803,None,0.1428282792167661,3.945122209771184,1197,1
Shale,20.227765260194975,850.9277118423279,Fault,0.05554362337257057,4.426945700669285,1588,0
Shale,0.17155744082367863,424.5066044946366,Fault,0.6257694150819589,3.090672256530389,2919,0
Limestone,13.974772596693741,67.40665707896238,None,0.24702187034788559,1.916181722045693,3128,0
Shale,17.13486895867083,2.5830598218737615,None,0.24365399961371503,3.3292280179303195,4289,0
Sandstone,9.12090817343999,523.769170426106,Anticline,0.9569761897103106,0.9044968601218306,1185,1
Limestone,9.543133407104161,344.73141787698535,Dome,0.4617733043112914,2.2893702608621602,3256,0
Sandstone,28.834782471304955,997.1347622642077,Anticline,0.02942606650068924,2.53772049161645,2342,0
Sandstone,26.751325956082376,772.6385886276569,Fault,0.3398427151498068,0.524356105056073,2232,0
Limestone,25.475370165051128,761.5141808940621,None,0.5844915422522267,0.16936330110803144,4866,1
Shale,12.180354051183318,955.2875255190563,Fault,0.3285674185171208,3.7505274867507303,2472,0
Sandstone,0.41095651226743635,887.8366734954275,Dome,0.02685195403414231,2.6735317963985428,1210,0
Limestone,2.4066673936714222,318.8692919769323,Anticline,0.4443112654667354,1.6611935093896775,824,0
Sandstone,9.365891046528109,166.82123438227248,Fault,0.10590633617477785,2.1861431583057507,3467,0
Sandstone,0.4722873898703095,746.1463728004168,Anticline,0.6191600246627044,4.788517066216481,4299,1
Sandstone,0.5144934574559434,378.8956197891901,None,0.619587100222688,1.924568859569753,3094,0
Sandstone,27.49809904927233,473.6994789793255,Fault,0.037759139598400715,0.5173961332688654,1592,0
Shale,21.18475506357162,630.7673335435521,Dome,0.29066626159937725,2.3180108978167184,3455,0
Sandstone,9.26867970204458,907.9648042583054,Anticline,0.41368626373900386,3.2402418673903433,711,0
Sandstone,3.9793373280285946,419.668665917295,Anticline,0.550264097859178,0.060565580499457594,2081,0
Sandstone,15.349071536852314,783.533573329142,Dome,0.2960634297081951,1.6617028000759027,4331,0
Shale,0.1603848256309337,269.0714514833828,Fault,0.28774651255139816,1.9675721006522489,1943,0
Sandstone,28.15241231574432,698.27381913269,Fault,0.9830151562502594,2.3185742288197284,4643,1
Sandstone,12.444453581668416,2.5778416568339573,Anticline,0.041862795720899904,1.5084209683722767,4826,0
Shale,12.070048657119983,871.6357062771441,Dome,0.9890454140911519,3.3346112923293663,1078,1
Shale,11.717808227453466,31.349200374508037,Anticline,0.04775194107839653,4.723546118629061,3497,0
Shale,2.0798499116329427,713.0410010078216,Anticline,0.28834142779468586,4.569990880198577,2254,0
Sandstone,19.149667193754798,47.21193107202261,None,0.49369085496935006,3.3219670740450837,3479,0
Shale,21.9901085888506,266.97945369460945,Fault,0.1432983430143252,2.5344203307212503,4105,1
Shale,20.283761927648708,497.70520115299655,Fault,0.13484636251872384,4.129075632208297,921,0
Sandstone,4.153064799881829,420.51874666288995,None,0.25631271326094585,4.179685939292818,1110,0
Shale,17.365205041067778,192.64427848640958,Fault,0.9735071835735695,4.147865264098475,945,0
Sandstone,17.084534525167616,334.48109679752815,Fault,0.38011685887456415,0.7892296893469986,1460,0
Limestone,26.05232363824146,727.978663690906,Fault,0.5659948382691918,0.12716170680970085,630,1
Shale,11.37382975126941,669.5878354870687,Dome,0.7042914023816463,4.9159670487405505,3147,0
Limestone,11.144578309783027,72.74276918015178,None,0.7422218355242104,4.7982709786048705,4579,0
Sandstone,18.555811761545566,747.5685097473134,Anticline,0.6880409663453548,2.8218923044438156,2934,1
Shale,18.99217960498539,53.99283531583133,Dome,0.33692819319172485,4.965318583586804,4229,1
Sandstone,14.078556819773711,543.3834627106846,Anticline,0.11172782735606246,3.852735223839303,4931,0
Limestone,13.291780869912632,260.80268529414843,None,0.28171647533321087,2.5869009172672524,1524,0
Sandstone,14.82443011913648,588.1024374322591,None,0.21029522676950663,1.946655335716112,2152,0
Shale,25.831358985099357,262.06706754496093,None,0.13627730486931677,2.9643160474675905,1037,0
Shale,13.8350070376173,984.9730116562052,Fault,0.024496731751618706,2.5790105083273964,3583,0
Limestone,28.197953759094673,310.4184555438043,Dome,0.9357258490584142,4.96901263350598,1007,0
Sandstone,15.120112907889782,242.7186750388215,None,0.9210343865453382,2.452301580046185,4424,1
Shale,28.47602079542674,279.18682562443064,Anticline,0.050417005630169265,4.179605430935786,1180,0
Limestone,24.984957056072272,896.5763844020361,Fault,0.1730845728204018,4.068119115691207,3112,0
Shale,10.872939678474873,636.5826098406754,Fault,0.13950047146279365,0.3570313675289505,1259,0
Shale,25.90924263889848,730.9534133233557,Dome,0.28122293442151736,0.43503383655315586,4723,0
Sandstone,3.3018985260334563,918.0924995842561,Dome,0.20406887047874112,3.299050574006981,3647,0
Shale,27.751415260290436,911.9606123601625,Dome,0.945853537397855,1.2955400336765066,2693,0
Sandstone,18.949305452486747,739.2069007321488,Fault,0.08417043656020384,3.2876351734855325,3046,0
Shale,1.6317224556693355,198.62660441248158,None,0.21167082700450324,0.7231294715676501,1722,0
Limestone,19.327701709524348,843.5299473543305,Anticline,0.08072330458291443,1.9853411360290196,4074,0
Shale,29.227429624342683,204.57225815687266,None,0.9803853486444364,0.5123513316279199,3523,0
Sandstone,2.0940196384388674,743.1559152843336,Anticline,0.918413509097005,1.4104653840781967,3780,1
Sandstone,16.64063129340259,685.9174634783295,None,0.716631589765411,0.44149295053835635,1571,1
Limestone,22.433830492781173,759.1299612903061,Dome,0.42597303221991334,4.852893275988395,1040,0
Shale,24.30775760098594,533.1529950331019,Anticline,0.19017813552399254,1.9752921725613755,1010,0
Shale,12.414823959623876,639.0874560669704,Fault,0.22148972502014241,4.50594383949093,4950,0
Limestone,6.12499677504729,953.3667603538211,Anticline,0.44304000855601144,4.855858845144241,844,0
Shale,1.270268363171515,101.98750558004068,Fault,0.7682226713364816,4.547813300637859,4742,0
Shale,17.391784712916742,309.5384275068384,None,0.2647294959989589,2.274798321831044,3869,0
Sandstone,13.587332108028324,611.745656085284,Dome,0.31079191253464666,3.8944864879102865,4322,0
Shale,28.462331854491328,964.0900760013578,Anticline,0.5999442914044706,0.7684974187751298,2879,0
Shale,1.8181472314472935,96.47887321493855,Fault,0.2377293622782536,0.4741630690960441,2980,0
Limestone,20.561860303380172,23.526672308556343,None,0.5842186212928036,4.3845073391536395,898,0
Limestone,0.7489866636017151,56.69384887185768,Dome,0.38713089327228456,0.15560072851624196,3906,0
Sandstone,5.143025301316282,53.35328077473761,Dome,0.03436820590134804,4.86163675448585,3780,0
Shale,13.607369997685023,907.908041919627,Dome,0.4027012862319639,3.3606694003205644,4266,0
Shale,13.646173284086046,721.5366500258909,None,0.9195252795191449,2.0980651070030443,1794,0
Shale,20.571016288009318,677.4292598300821,None,0.2931118791334606,0.706876631905276,3751,0
Sandstone,27.306391046032697,523.0502474415478,None,0.32283238943646897,3.616155754773561,4009,0
Sandstone,19.170964767447625,782.1706643551797,Dome,0.06594088805928688,2.815558772016764,2535,0
Limestone,28.606052935545264,156.4923447688292,Anticline,0.6150474485692943,3.5556350372328467,4349,1
Sandstone,26.44846919633993,392.54924859864894,Fault,0.8492423642983389,2.089611028144605,2277,1
Shale,17.534993865923706,490.51424651357917,None,0.35292289309310165,0.33130041530455845,879,1
Shale,25.013758527564818,111.29908817904953,Anticline,0.24024555751998844,1.5748610027536347,4263,0
Sandstone,19.27732830970902,420.0941956281795,Fault,0.9566118541638586,1.575103766073454,2161,1
Shale,2.3567349277118144,317.1852774833577,Dome,0.7450726145914884,0.04339579168830432,3558,0
Shale,22.2169416977853,36.546563647669174,Anticline,0.5671635592832646,0.04790507549461753,1806,0
Sandstone,2.8472532380203863,137.598667326506,Dome,0.3055311663448841,1.6537914360022166,2965,0
Sandstone,17.822483417091373,764.2727863443043,Fault,0.22079801797640086,3.6381169239960625,4951,0
Shale,21.079206175746865,19.01987159513981,None,0.7157440390004672,3.1202186520843744,515,1
Shale,1.9958282463256571,934.3190457972647,Dome,0.5217888171373442,1.1950882335325452,4910,0
Shale,6.923839617795952,87.33820781479018,Anticline,0.5205998168029811,3.013813260860856,3080,0
Limestone,27.470166967849494,799.4388561092547,None,0.0737098186722438,3.236887977797458,3092,0
Limestone,18.48943476698689,898.7179244025273,Anticline,0.5121944767596059,2.612849614124995,568,0
Limestone,7.388580564315948,941.1944492655966,Fault,0.8227440310394937,2.6067698759341122,910,1
Sandstone,20.720393134440197,867.6095464724766,Fault,0.946799277795759,1.8487393653131963,3623,1
Limestone,17.90329259885069,288.26248938601776,None,0.10668239748173514,0.6169718187661838,3359,0
Sandstone,15.047270997538451,333.7540442071385,Anticline,0.6311652106990708,1.927419000252123,1418,1
Sandstone,29.285609249642512,427.1191529114659,Anticline,0.5683472507982469,1.7266715807341377,1990,0
Limestone,20.503613322225267,140.15739271769374,Anticline,0.8903124909481418,2.9598629643802914,4305,1
Limestone,11.26323329003738,23.25018261215664,Anticline,0.7512440301848715,4.2813008438330415,3843,1
Limestone,24.00220296230604,869.2524926667536,Fault,0.9652618691653132,1.876875824201925,2986,1
Shale,26.537498787635634,554.5745874942459,Anticline,0.9600325375819962,3.548676389498426,3077,0
Limestone,3.7566167855049426,609.1142192360381,Fault,0.2256850933452208,4.059151887482343,772,1
Shale,6.0165893353579945,927.0614863429776,Anticline,0.7253508719004221,1.0587575686539807,1319,0
Sandstone,6.486810273833391,665.455057935502,Anticline,0.5305230913648944,4.508250884398593,3115,0
Shale,20.73635428159621,691.1626508354736,Dome,0.21460199521530543,0.35222469089680297,3044,0
Limestone,18.0911866515985,787.1816797883055,Dome,0.19486908221740074,4.508596693988454,4484,1
Sandstone,18.569746940957646,117.23210140754638,Anticline,0.0810843412662865,0.8181644631459506,3481,0
Sandstone,28.223198990685027,360.80199106057773,Fault,0.795545276418689,1.6858480141715781,2390,1
Sandstone,23.277345984219178,968.2397197756629,Anticline,0.32450478062000954,3.0261761008408166,3539,0
Shale,3.8381077353534954,923.0071480225059,Dome,0.8569688353289665,4.528416828854126,3182,0
Limestone,10.425212472755431,884.1912210138746,Anticline,0.6083153660232146,1.2785072028261761,1102,1
Sandstone,13.061809385272069,452.6364218286335,Dome,0.6736333548384608,3.8178695673328775,4437,1
Sandstone,11.878847662428146,857.3357606332189,Anticline,0.29167374961019665,3.5521790412043464,1932,1
Sandstone,20.079258274856375,49.347486063819844,None,0.45729427939568357,0.7985438107108356,4962,0
Shale,26.756793097696878,149.36890683286032,Anticline,0.41231757808312486,2.39731972292164,755,0
Shale,9.18154390568364,414.55373078557005,Fault,0.2356886639246012,2.4075254658881606,2987,0
Limestone,16.556314092635567,483.9086746154443,Dome,0.8325121685267926,1.5230590732832505,1858,1
Shale,23.68228265740757,264.243646367336,None,0.6220845058066211,3.8996065826789765,4201,0
Sandstone,12.48654176536048,357.12019417693966,Dome,0.03743197745307014,4.629669261865493,2982,1
Limestone,5.043543851978876,163.6133249243434,Dome,0.8199170193786884,3.582862293014084,1189,0
Sandstone,14.248528957912448,489.6448976841913,Fault,0.10603775602859145,4.864773665114074,4032,0
Sandstone,1.656675622290854,794.0494495749934,Anticline,0.40369643353255924,0.2523423554080617,807,0
Shale,28.271503620068305,661.6990332676444,Fault,0.5712569016303779,0.18611342544697596,2196,0
Limestone,2.244636155849191,108.68445511817573,Anticline,0.007651245661217998,4.469293387466234,3666,0
Shale,13.153701457517345,488.09402179331937,None,0.6529081054429361,4.489001848483012,908,0
Shale,15.896437832655785,697.9487363969452,Fault,0.659702939560257,0.5356039254394118,4451,0
Limestone,29.559114968618562,530.3654012573872,Fault,0.6525263171326467,1.7872302453446232,1325,1
Sandstone,4.980654709285823,392.2839209390134,Dome,0.16346793810627713,4.176972890564266,1691,0
Sandstone,3.432945558370757,622.2925068625943,Fault,0.2557323267735494,0.6427033875082294,2634,0
Limestone,0.26118441187630737,968.6700266349752,Anticline,0.24737581953274024,1.3371403630460355,3594,0
Sandstone,4.667143106079069,95.81300185631191,Fault,0.960066983179637,3.4049801842897653,4693,1
Limestone,6.218189372030029,390.62604468681315,Fault,0.06752818722587728,4.909495272389989,2274,0
Limestone,18.91742824749277,407.19924719304953,None,0.42876150770350396,3.9856942003519613,4916,0
Shale,6.591203711742012,577.3903431579026,Anticline,0.8712539058201941,3.8865881140719365,1033,0
Limestone,0.6156244418797563,153.02242728003597,Dome,0.769465994447716,1.7133133184556844,3367,0
Shale,24.79855036507466,177.46638684059906,Anticline,0.8224421246489267,3.306715358357371,1707,0
Sandstone,10.967871030119003,286.0760246118568,None,0.972293584122333,0.56544144465414,916,0
Sandstone,10.610900597422019,955.914173225251,Anticline,0.3872618122731889,4.961335165917496,3276,0
Sandstone,9.074370875037797,734.3744726496717,Anticline,0.30965527438046114,2.402921588769951,1737,0
Sandstone,29.261198314392626,662.0316083898117,Fault,0.03065949015019731,3.194039341321892,2443,0
Shale,5.103462519278445,817.140729706868,Fault,0.15001936178986208,4.380859493407269,2680,0
Sandstone,26.947141918597055,128.44889244777625,Anticline,0.5620146545430241,0.004824809217819914,2600,0
Limestone,23.304099964196638,859.4734869040279,Anticline,0.15766059505334007,4.87991213798154,4618,0
Limestone,2.2943986649793926,595.2378811736165,Dome,0.7363050159809107,1.7957965608509658,4174,1
Limestone,29.60187304502546,335.9936784514765,None,0.037232604915937495,1.6979537069791317,959,0
Shale,8.140978906170316,816.0394004899447,Fault,0.2594880232378819,0.7253166804632694,1149,0
Sandstone,2.95748781067237,802.7619698142754,Fault,0.6954531233884886,4.290922051417706,619,1
Sandstone,24.879427023772784,845.8628731350104,Fault,0.2555028242390638,4.3541976793362025,2755,1
Sandstone,21.200266010330996,116.40238220687517,Fault,0.728760464224464,0.09994499472445129,817,1
Shale,18.516564176337024,969.3918837507803,Anticline,0.9958638754307019,0.27862610436658164,1367,0
Limestone,4.6794259109679945,959.6665276359414,Anticline,0.7970839554491036,4.591708303168352,3726,1
Limestone,14.354883487678856,358.1121758562398,Dome,0.3418354587610025,0.6143406613870078,893,0
Sandstone,23.416680806616416,66.82812419370772,Fault,0.9005919006282612,3.1046373198347945,3052,1
Limestone,9.108718144315208,167.88861379931691,Fault,0.051179735668209436,3.0982522508415795,4908,1
Limestone,9.350694855451243,992.8379946192523,Anticline,0.7250068244473121,4.348651675543271,3728,1
Shale,0.09422718144366349,563.4499302284914,Dome,0.023322331562675047,2.863270527128392,2561,0
Shale,5.227302049361386,357.265177027226,Anticline,0.17455549535696502,2.1700570565531443,576,0
Shale,26.26216875365503,288.9144911561888,Fault,0.9875857415385745,4.8719039129552275,3910,0
Shale,13.252394749131213,257.73474357563657,Fault,0.360884912494307,1.14407737999485,908,0
Sandstone,29.52703497703302,664.4886122894276,None,0.8204993781642388,1.3135900884159164,4592,1
Shale,11.871238907213776,419.96844368816625,None,0.376086712835602,0.4238482739930399,2767,0
Limestone,21.455593643407237,965.4452886692429,None,0.8400284507978156,4.876584085774721,1243,1
Sandstone,8.457571287141874,684.1591876147161,Dome,0.9654395601267742,3.531801044188077,3353,1
Limestone,10.914289234228004,792.2525464579122,Anticline,0.4355362434191665,0.06048543745700519,4334,0
Limestone,5.721779627726839,293.44880703457676,Fault,0.5593491918482794,3.5215701378951874,4497,0
Limestone,10.41187105498185,80.10722269951722,Fault,0.6286394899635678,2.0206805555684615,2331,1
Shale,16.417125612619294,488.33501454449913,Dome,0.9348348021752354,4.837748458676707,1487,1
Shale,29.753186429377482,315.266964999681,Fault,0.2567440874345579,1.3869375108119653,3201,0
Sandstone,19.92605139215357,202.88108184291573,Fault,0.6112493728337267,3.5514316935694916,4212,1
Sandstone,5.977378632249422,952.6894886700605,Anticline,0.3247202282231425,3.1371707518719787,4407,0
Shale,1.348843247746534,444.54422612768826,None,0.21693318018241947,0.060249874481243526,3364,0
Limestone,3.790694439435318,175.53388345673685,None,0.08492033902321416,4.4260846466618675,1254,0
Sandstone,16.87665603819142,199.452002028458,Dome,0.6207108637359489,0.6980633017648324,1175,0
Shale,22.95480986450299,281.4290327221294,None,0.8820854788715684,3.3179438949891655,4623,0
Shale,28.212576219022406,999.316951921523,None,0.3513928888445126,3.8777422539714452,2210,0
Shale,0.4746951599046245,268.74348901907774,Dome,0.5526685361929773,3.154638232492305,3975,1
Limestone,15.682804246856094,329.4730027738752,Dome,0.6421337952941157,0.48556933756829457,1041,0
Shale,14.126020686695304,659.6687998560175,None,0.41465017779520397,4.875895681273455,664,0
Shale,19.68165065927112,294.667415033888,Anticline,0.9033478503660581,1.1840895726061118,2755,0
Shale,16.78736563396026,216.58844680863368,Dome,0.36275516120117657,3.1393238497193448,1484,0
Shale,20.611174517474417,159.4785494629491,Fault,0.12501082008984366,3.9858902913065557,3161,0
Sandstone,19.74247754247571,313.3699823627644,Dome,0.14402035805169955,4.6961800495325585,4968,0
Sandstone,3.5103517457383857,106.80977393914473,Fault,0.8908576145077127,3.020052646279539,1117,1
Shale,23.991537408561587,19.627939828368113,Dome,0.9880080428479597,1.295270745815578,4413,0
Limestone,3.6969772714897453,804.8370556373426,Dome,0.28893785057171695,4.183195087034832,568,0
Sandstone,20.955918756274112,138.757047472162,None,0.14360272565471144,0.8160998297503574,3924,0
Shale,12.484361029218201,776.200872965427,None,0.48221228175620945,0.11141214035535307,4696,0
Sandstone,15.415522037297936,797.7449365076731,None,0.7095280635765979,4.5407442922120085,500,1
Sandstone,27.098940431271316,538.3816068029139,Anticline,0.612402908102972,2.87694479027303,2898,1
Limestone,26.696511794204596,310.3722763546385,None,0.9511081820826126,0.34820745405659326,2554,1
Shale,24.535689169650887,145.88770101613858,None,0.8177778839716281,2.898646935615026,4913,0
Shale,15.304451413689698,737.0683016142781,Dome,0.8689721650640021,0.7250708416122431,685,0
Limestone,22.087194304014993,601.7855989958042,Dome,0.5416671588490702,0.1569300319843253,3009,0
Limestone,15.38691166556428,655.7980030370705,Anticline,0.32727519333145005,0.5826202374537709,4938,0
Shale,26.08818247424332,9.660420755285909,Fault,0.7017360104605791,3.8755371425298515,3579,0
Shale,12.083274996986997,927.5894986921166,Dome,0.4390530399513951,3.778304524067999,635,0
Limestone,29.107060332446302,67.2238972591037,Dome,0.28775424056232457,3.021590674576416,882,0
Sandstone,27.969682746866326,367.43907925486565,Fault,0.1522706856722975,1.0466414495640286,4781,0
Sandstone,22.248078583553564,403.30893800204854,Anticline,0.5278742078895624,3.6948353289765428,3186,1
Limestone,8.38247652528216,2.354168973450897,Dome,0.5942535671999187,2.040226336075338,1427,0
Sandstone,3.9496076637977517,497.5922200414463,None,0.568785682654175,2.5537680856317,3943,0
Limestone,25.641103502795925,753.0561855164989,Anticline,0.11654836343355401,4.488203466631607,1060,0
Sandstone,4.959068584138838,823.4453844616573,Fault,0.5699873195387432,2.289287618690627,1689,0
Sandstone,25.627823669920073,879.5175963125785,Fault,0.16841410680514102,3.131830769257453,1397,1
Shale,14.722950201370814,488.2311494470541,None,0.663714165451469,4.80875745918954,2868,0
Shale,12.196703514243127,631.0055543391209,None,0.4293839966655334,2.256949494169987,2238,0
Sandstone,27.095723365032875,80.44019358320226,None,0.8487885877391554,2.8036394909634508,3545,1
Sandstone,18.115529476208337,488.5501860574682,Anticline,0.7782657447937787,2.9220731244172398,4880,1
Shale,17.298420213891532,155.66093911686355,Fault,0.7243820515166337,1.2035577943637716,4372,0
Shale,16.76297833873193,370.2734745048989,None,0.7007370993343023,3.684610311414762,2898,0
Shale,11.135085480585943,329.9760075517347,None,0.560488039478102,3.6331851413692378,1893,0
Limestone,23.569293105873818,424.11703666426666,Fault,0.06111357612834434,1.0677837074784102,3088,0
Sandstone,7.58395332047319,572.0649813561585,Dome,0.655489623533001,0.0666902241725631,3966,1
Shale,28.166848801238253,902.9737704159329,Anticline,0.46692217756371523,4.994707852842265,2524,0
Sandstone,26.819556151408822,395.09014671615785,Dome,0.469554713993533,2.9079386648034484,4185,0
Limestone,10.124409770246945,981.1500645158392,None,0.3790221954662697,0.9051602118800067,1429,0
Limestone,21.88391309494991,759.2690200031516,Anticline,0.9290709148417106,1.417827412573397,4809,1
Shale,17.196695833487745,511.96956574159486,Dome,0.24945126695243236,3.0889602110454994,4899,1
Limestone,10.129479059977038,644.3824106748322,Fault,0.31659445340977965,0.6880779052404018,3726,0
Sandstone,29.655649439863403,103.12194696081254,None,0.9630407827356227,0.1864031855447823,1903,1
Shale,0.7571203754479261,844.6770097823412,Anticline,0.810153735276698,3.9923991722737173,699,0
